"","#","label","duration","start time","end time","peak ampl(mean)","peak freq(0)","peak freq(1)","peak freq(2)","peak freq(3)","peak freq(4)","peak freq(5)","peak freq(6)","peak freq(7)","peak freq(8)","peak freq(9)","peak freq(10)","peak freq(11)","peak freq(12)","peak freq(13)","peak freq(14)","peak freq(15)","peak freq(16)","peak freq(17)","peak freq(18)","peak freq(19)","peak freq(20)","peak freq(21)","peak freq(22)","peak freq(23)","peak freq(24)","peak freq(25)","peak freq(26)","peak freq(27)","peak freq(28)","peak freq(29)","peak freq(30)","peak freq(31)","peak freq(32)","peak freq(33)","peak freq(34)","peak freq(35)","peak freq(36)","peak freq(37)","peak freq(38)","peak freq(39)","peak freq(40)","peak freq(41)","peak freq(42)","peak freq(43)","peak freq(44)","peak freq(45)","peak freq(46)","peak freq(47)","peak freq(48)","peak freq(49)","file"
"2680",1179,"flat",0.0276,269.1317,269.1594,-54.22,NA,53700,53200,53200,53200,NA,52200,52700,52700,52200,52200,51700,51700,51700,51700,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,"T0000298"
"2681",1180,"flat",0.0363,269.2741,269.3104,-33.48,45400,45800,45800,45800,45800,46300,46300,46300,46300,46800,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,45800,45800,45800,45400,44900,43900,"T0000298"
"2682",1188,"step down",0.0481,274.8533,274.9014,-81.27,NA,NA,NA,71200,71700,72200,72200,72700,72700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2683",1308,"complex",0.0773,429.0606,429.1379,-47.55,49800,50700,52700,55600,55600,56100,56600,56600,57100,57600,58100,58100,58500,58500,58500,58500,58500,58500,59000,59000,59000,59000,58500,58500,58500,58100,58100,57600,57100,57100,57100,57100,57100,57100,57100,57100,57600,57600,57100,57100,56600,56600,NA,NA,NA,NA,48300,49300,49300,48800,"T0000298"
"2684",1309,"flat-z",0.0599,429.2178,429.2777,-64.68,56600,57100,NA,NA,NA,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,61500,61500,62000,62900,62900,63400,63400,63400,63400,63900,63400,63400,63400,NA,NA,NA,NA,NA,62500,62500,62000,NA,61000,61000,60500,60500,NA,NA,NA,"T0000298"
"2685",1310,"flat",0.0225,429.7292,429.7518,-87.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2686",1311,"flat",0.0737,429.8547,429.9284,-53.66,43900,43400,44400,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,NA,NA,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,42900,42900,42400,42400,42400,41900,41900,41900,NA,NA,NA,NA,NA,NA,NA,NA,41000,"T0000298"
"2687",1313,"flat",0.0317,432.0665,432.0982,-66.86,NA,NA,NA,NA,NA,NA,68800,68300,68300,68800,68300,68800,68800,68800,68800,68800,69300,69300,69300,69300,69300,69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71700,71700,71700,72200,71700,71700,71700,NA,"T0000298"
"2688",1323,"flat",0.0389,452.1031,452.142,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2689",1325,"flat",0.0384,452.4774,452.5158,-74.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,52200,52200,NA,53200,53200,53200,52700,52200,52200,NA,NA,"T0000298"
"2690",1327,"flat",0.0476,452.6177,452.6653,-64.06,NA,NA,NA,NA,45400,NA,45800,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47800,48300,48300,48800,49300,49300,49800,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,NA,NA,NA,50700,50700,50700,50200,NA,"T0000298"
"2691",1329,"flat",0.0209,452.7805,452.8015,-48.01,43900,43900,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,44900,45400,45400,45400,45400,44900,45400,45400,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,43900,43900,43900,43400,42400,42900,42400,NA,NA,42400,41900,41900,NA,NA,NA,"T0000298"
"2692",1338,"short",0.0087,454.2402,454.2489,-55.58,50700,50700,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,"T0000298"
"2693",1341,"short",0.0025,456.1049,456.1075,-61.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,88800,88800,88800,88800,88800,88800,88800,88800,88800,88800,89300,89300,89300,89300,89300,89300,89300,89300,89300,NA,"T0000298"
"2694",1342,"short",0.0102,456.2308,456.2411,-60.24,NA,NA,NA,81000,81000,81000,81000,81000,81500,81500,81000,81000,81000,81500,81500,82000,82000,82000,82500,82500,82500,82500,82500,82500,82500,82500,82500,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83400,83400,83400,83400,83400,83400,83400,83400,83000,83000,NA,NA,NA,"T0000298"
"2695",1353,"flat",0.0721,480.9559,481.0281,-56.79,NA,NA,NA,74700,NA,NA,NA,NA,NA,NA,NA,74200,NA,74700,74700,74700,74700,74700,74700,74200,74200,74700,75100,75600,75600,75600,75600,75600,75100,74700,74200,74200,74200,NA,NA,73700,74200,74700,75100,75100,75100,74700,74700,74700,75100,75100,75100,74700,NA,NA,"T0000298"
"2696",1373,"flat",0.0138,517.526,517.5398,-51.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,"T0000298"
"2697",1376,"flat",0.0378,524.3894,524.4272,-68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34100,34100,34100,34600,34600,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,NA,NA,NA,NA,NA,35100,35100,35100,NA,"T0000298"
"2698",1387,"flat",0.025,559.0625,559.0875,-62.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,51200,51200,51700,51700,51200,51200,51200,51200,51200,51200,51200,51700,51200,50700,51200,51200,51200,50700,51200,50700,50700,50700,50700,50700,50200,50200,50200,50200,49800,49800,49800,49800,49300,49300,49300,NA,NA,NA,NA,NA,NA,"T0000298"
"2699",1400,"flat-z",0.0926,579.1621,579.2547,-79.33,47300,47800,47800,NA,48800,48800,NA,48800,48800,49300,49300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53700,NA,NA,NA,NA,NA,55100,55100,NA,NA,NA,NA,NA,NA,54600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2700",1435,"flat",0.0143,626.1519,626.1662,-58.04,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65900,65400,65400,65900,65900,66400,66400,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65400,65400,65400,65400,65400,64900,64900,NA,NA,"T0000298"
"2701",1437,"step up",0.0471,626.2911,626.3383,-56.41,45800,45400,45800,46300,46300,46300,46300,46300,45800,45800,45800,45800,45400,45400,45400,45400,44900,NA,NA,NA,44900,44900,44400,NA,NA,NA,44400,44400,44400,43900,43900,43900,43900,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,64900,64400,64400,NA,NA,"T0000298"
"2702",1439,"short",0.0051,626.8277,626.8328,-66.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73700,73700,73700,73700,73700,73200,73200,73200,73200,73200,"T0000298"
"2703",1440,"multi-step",0.0414,627.1068,627.1483,-83.77,NA,NA,NA,NA,72700,72700,72200,NA,72200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44900,44900,45800,NA,NA,NA,NA,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67800,67800,67300,NA,NA,"T0000298"
"2704",1441,"flat",0.0266,628.6151,628.6417,-64.06,NA,NA,NA,NA,NA,NA,NA,NA,66800,NA,NA,NA,30700,NA,NA,NA,NA,NA,NA,NA,NA,66400,66400,66400,NA,66400,66800,66800,66400,66400,66400,66400,66800,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,65900,65900,NA,"T0000298"
"2705",1442,"flat",0.0138,628.9602,628.974,-56.92,50200,50200,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2706",1452,"short",0.0107,633.7623,633.773,-76.41,70300,70300,70300,NA,NA,NA,NA,70300,70300,70300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2707",1467,"flat",0.0573,640.5841,640.6415,-39.52,43900,43900,44400,44900,44900,44900,45400,45800,45800,45800,46300,46300,46300,46300,46300,46300,46800,46300,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45400,45400,45400,44900,44900,44400,NA,NA,44400,44400,NA,"T0000298"
"2708",1504,"flat",0.0471,731.2722,731.3192,-71.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35600,NA,NA,NA,NA,NA,NA,35600,35600,35600,35600,35600,35600,NA,36100,35600,36100,36100,36100,36100,36100,36100,36100,36100,36600,NA,NA,NA,NA,"T0000298"
"2709",1505,"flat",0.022,731.4595,731.4816,-68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36100,36100,36600,36600,36600,36600,36600,NA,NA,NA,NA,NA,NA,NA,37100,37100,37100,37500,37100,37500,37500,37500,37500,37500,37500,NA,NA,NA,NA,NA,NA,38500,NA,38500,NA,NA,NA,"T0000298"
"2710",1519,"flat",0.0348,758.8142,758.8489,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2711",1525,"flat",0.0163,822.5187,822.5351,-74.22,NA,NA,46800,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47800,47800,NA,NA,47800,48300,48300,47800,48300,48300,47800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2712",1526,"short",0.0066,822.5971,822.6037,-73.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,48800,48800,48800,"T0000298"
"2713",1528,"short",0.0035,827.1196,827.1231,-69.79,NA,NA,NA,NA,NA,NA,NA,79100,79100,79100,79100,79100,79100,79100,NA,NA,NA,NA,NA,NA,NA,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,79500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2714",1558,"flat",0.0266,1041.1453,1041.1719,-87.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2715",1559,"flat",0.0291,1041.3143,1041.3435,-69.79,NA,NA,NA,NA,NA,NA,NA,NA,32200,32200,NA,32200,NA,32200,32200,32200,32200,NA,32200,32200,32200,32200,32200,32200,32200,32200,NA,NA,NA,NA,32700,32200,32200,32200,32200,NA,32700,32700,NA,NA,32200,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2716",1560,"flat",0.0491,1042.1513,1042.2005,-76.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32200,32200,32200,32200,32200,32200,32200,32200,32200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2717",1561,"short",0.0025,1045.1722,1045.1748,-63.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2718",1572,"short",0.0087,1062.4082,1062.4168,-72.48,NA,NA,NA,43900,43900,43900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,43900,43900,NA,NA,NA,42900,42900,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2719",1573,"flat",0.0824,1062.6212,1062.7036,-51.3,NA,47300,47800,47800,47800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,47800,47300,46800,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,47300,47300,46800,46800,47300,47300,NA,46800,46800,46800,46800,47300,47300,47800,47800,47800,47800,NA,"T0000298"
"2720",1600,"flat",0.0486,1252.3852,1252.4339,-68.2,NA,NA,NA,34100,NA,NA,34100,33600,33600,34100,34100,34100,34100,34100,34600,34100,34100,34100,34100,34600,34100,34600,34100,34600,NA,34600,NA,NA,34600,34600,34600,NA,NA,NA,NA,NA,NA,NA,35100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2721",1601,"flat",0.0481,1252.7585,1252.8066,-62.18,NA,NA,NA,NA,NA,NA,NA,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,NA,NA,NA,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,NA,NA,"T0000298"
"2722",1603,"unclear",0.0153,1407.7414,1407.7568,-66.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,47300,NA,47800,47800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,NA,NA,NA,49300,49300,NA,NA,NA,49300,49300,49800,49800,49800,49800,49800,49800,49800,"T0000298"
"2723",1606,"short",0.0061,1457.7285,1457.7346,-71.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,55600,55600,55600,56100,56100,56100,56100,56100,56100,56100,56100,55600,55600,55600,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2724",1607,"flat",0.0363,1468.2541,1468.2905,-93.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2725",1608,"flat",0.0312,1468.6484,1468.6796,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2726",1609,"short",0.0102,1468.9653,1468.9755,-76.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85400,85400,85400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84900,84900,84900,84900,84900,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2727",1610,"short",0.0071,1469.2915,1469.2987,-53.66,NA,NA,NA,NA,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,"T0000298"
"2728",1613,"short",0.0061,1469.6494,1469.6555,-51.95,77600,77600,77600,77600,77600,NA,NA,NA,NA,78100,78100,78100,78100,79100,79100,79100,79100,79500,79500,79500,79500,79500,79500,79500,79500,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,79500,"T0000298"
"2729",1615,"short",0.0046,1469.6903,1469.6949,-62.68,NA,NA,NA,NA,NA,NA,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,87800,87800,87800,87800,87800,NA,NA,NA,NA,NA,NA,"T0000298"
"2730",1616,"short",0.0107,1469.8562,1469.8669,-83.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2731",1618,"short",0.0035,1470.0932,1470.0969,-68.7,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2732",1619,"flat",0.0158,1470.2572,1470.273,-66.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73700,73700,73700,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,73700,73700,73700,NA,NA,73200,73200,73200,NA,NA,72700,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2733",1621,"short",0.0046,1470.6411,1470.6457,-55.25,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,NA,"T0000298"
"2734",1622,"short",0.0087,1470.6831,1470.6918,-79.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2735",1623,"short-dr",0.0102,1471.2493,1471.2596,-65.35,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,NA,NA,NA,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45400,45400,44900,44900,44900,44400,44400,NA,NA,NA,NA,NA,43400,43400,43400,42400,42400,42400,42400,42400,"T0000298"
"2736",1624,"short-dr",0.0102,1471.5263,1471.5366,-71.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44400,44400,44400,44400,44400,NA,NA,NA,43400,43400,42900,42900,42400,"T0000298"
"2737",1625,"short",0.0102,1471.6154,1471.6257,-93.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2738",1626,"downward ramp",0.0204,1471.9313,1471.9519,-93.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58100,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2739",1627,"short",0.0097,1472.175,1472.1848,-81.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2740",1628,"downward ramp",0.0163,1472.4843,1472.5007,-93.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2741",1630,"short",0.0097,1479.47,1479.4798,-62.43,NA,NA,NA,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,NA,NA,NA,NA,NA,NA,"T0000298"
"2742",1638,"flat",0.0281,1551.8674,1551.8955,-87.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2743",1657,"short",0.0087,1563.6331,1563.6418,-73.31,NA,NA,NA,43900,43900,43900,NA,NA,NA,44400,44400,44400,NA,NA,NA,44400,44400,44400,44900,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2744",1701,"flat",0.022,1585.8575,1585.8795,-60.84,32700,32700,32700,32700,32700,32700,32700,32700,33200,33200,32700,33200,33200,33200,33200,33200,33200,33200,33600,NA,33200,32700,33200,33200,33200,33200,NA,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,32700,32700,32700,32700,32700,32700,32700,33200,NA,NA,"T0000298"
"2745",1706,"flat",0.0604,1609.4592,1609.5196,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
"2746",1724,"flat",0.0394,1648.6481,1648.6876,-57.75,NA,NA,46300,46300,NA,46800,47300,46300,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,46300,46300,46800,46800,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,47300,46800,47300,47300,47300,47300,47300,47300,47300,46800,"T0000298"
"2747",1726,"flat",0.0353,1648.7833,1648.8187,-44.65,43900,43900,44400,44900,44900,45400,45800,45800,45800,45800,45800,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,"T0000298"
"2748",1763,"flat",0.0276,1714.9122,1714.9399,-44.03,41900,41500,41500,41500,41500,41500,41900,41900,41900,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,NA,NA,"T0000298"
"2749",1765,"flat",0.0373,1715.0694,1715.1068,-47.42,41500,42400,42400,43400,43900,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,44900,NA,"T0000298"
"2750",1769,"step down",0.1443,1715.4565,1715.6009,-77.75,62500,62900,NA,63900,64400,64400,64400,NA,NA,NA,42900,42900,42900,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000298"
